id,created_at,updated_at,campaign_id_amazon,brand_campaign_id,profile_id,sponsoring_type,targeting_type,serving_status,last_updated_date_on_amazon,campaign_name,state,placement_tos_mult,placement_pp_mult,bidding_strategy,daily_budget,premium_bid_adjustment,managed,target_acos,campaign_purpose,manual_type
85229,2023-01-16 21:02:45.541747+00:00,2023-02-06 07:39:00.039974+00:00,67306604588298,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902965410,T4MBTFITW-SP-Exact-Scale-Single-15-B0BRZ4J8RK-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
87784,2023-01-23 18:00:52.472756+00:00,2023-02-06 07:39:00.382816+00:00,253386607359822,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1674496852336,NTNLTS-SP-Exact-Scale-Single-35-B0BL52NN8M-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
87777,2023-01-23 18:00:44.719022+00:00,2023-02-06 07:39:00.426350+00:00,177661422257791,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1674496844559,NTNLTS-SP-Exact-Scale-Single-28-B0BL52NN8M-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20249,2022-06-10 20:59:37.624687+00:00,2023-02-06 07:38:56.956349+00:00,60680058079530,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894787275,HYTTMW-SP-Exact-Scale-Single-13-1737534215-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
22730,2022-06-25 00:12:04.705706+00:00,2023-02-06 07:38:57.124019+00:00,19195160391254,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659885775112,HTSGWKI-SP-Broad-Research-2-B086LD7R2R-Paperback,enabled,25,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
56122,2022-11-21 09:02:25.177394+00:00,2023-02-06 07:38:58.313598+00:00,17318750338412,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669021346353,PFABTAG-SP-Exact-Scale-Single-7-B0B9WCT28G-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
58974,2022-11-23 00:22:57.962292+00:00,2023-02-06 07:38:58.377437+00:00,172385418620321,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669162980018,NTNLTS-SP-Broad-Research-Single-5-B0BL52NN8M-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
58980,2022-11-23 00:23:28.891329+00:00,2023-02-06 07:38:58.385117+00:00,191760102243886,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671499213069,NTNLTS-SP-Exact-Scale-Single-3-B0BL52NN8M-Paperback,enabled,100,0,manual,20.00,True,True,0.00,Exact-Scale,
85230,2023-01-16 21:02:46.487588+00:00,2023-02-06 07:38:59.774420+00:00,140339532782078,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902966354,T4MBTFITW-SP-Exact-Scale-Single-16-B0BRZ4J8RK-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85298,2023-01-16 21:06:19.867384+00:00,2023-02-06 07:38:59.780026+00:00,211115413642894,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903179745,T4MBSITW-SP-Exact-Scale-Single-4-B0BS1FNS6H-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85369,2023-01-16 21:08:57.938465+00:00,2023-02-06 07:39:00.068717+00:00,216053357052210,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903337740,T4CPITW-SP-Broad-Research-Single-9-B0BRZ2WMLS-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85209,2023-01-16 21:01:29.775265+00:00,2023-02-06 07:39:00.169038+00:00,103128115067579,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902889642,T4MBCITW-SP-Broad-Research-Single-9-B0BRYZNQLX-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
69826,2022-12-17 20:53:49.900512+00:00,2023-02-06 07:38:59.167100+00:00,89693415206603,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310429770,T4MBCBITW-SP-Exact-Scale-Single-1-B0BQ5243N4-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85389,2023-01-16 21:10:13.300247+00:00,2023-02-06 07:38:59.564348+00:00,33988375158995,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903413168,T4MAFITW-SP-Exact-Scale-Single-15-B0BRYY2123-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85434,2023-01-16 21:12:08.772851+00:00,2023-02-06 07:39:00.345108+00:00,33861027046923,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903528643,T4CBITW-SP-Exact-Scale-Single-20-B0BRZ7H917-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69768,2022-12-17 19:41:12.826022+00:00,2023-02-06 07:38:58.941933+00:00,246598786270688,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673444630518,T4MBPITB-SP-Broad-Research-Single-3-B0BPQ7Z14W-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
31589,2022-07-31 00:12:00.758772+00:00,2023-02-06 07:38:57.917218+00:00,132724016381393,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659189522365,T40MBWFITW-SP-Exact-Scale-B0B7QC7X2T-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
56141,2022-11-21 09:03:11.333024+00:00,2023-02-06 07:38:58.493227+00:00,21486679719307,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669021392500,PFABTAG-SP-Exact-Scale-Single-26-B0B9WCT28G-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69789,2022-12-17 19:42:43.689999+00:00,2023-02-06 07:38:58.591270+00:00,3223093147957,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671306163556,T4MBPITB-SP-Exact-Scale-Single-15-B0BPR4Z57X-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85394,2023-01-16 21:10:18.647759+00:00,2023-02-06 07:38:59.588853+00:00,155150679786254,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903418509,T4MAFITW-SP-Exact-Scale-Single-20-B0BRYY2123-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85222,2023-01-16 21:02:38.047519+00:00,2023-02-06 07:38:59.957416+00:00,201756676131505,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902957915,T4MBTFITW-SP-Exact-Scale-Single-8-B0BRZ4J8RK-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
85245,2023-01-16 21:03:16.409914+00:00,2023-02-06 07:39:00.100572+00:00,258383234672637,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673902996281,T4MBTFITW-SP-Broad-Research-Single-5-B0BRZ4J8RK-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
63411,2022-12-03 10:43:37.137685+00:00,2023-02-06 07:38:58.533382+00:00,115841062860266,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1670064217003,NTNLTS-SP-Broad-Research-Single-10-B0BL52NN8M-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
69817,2022-12-17 20:52:37.078252+00:00,2023-02-06 07:38:58.887957+00:00,276873407747041,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310356947,T4MATITW-SP-Broad-Research-Single-1-B0BPVYN31W-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
69867,2022-12-17 20:56:13.395675+00:00,2023-02-06 07:38:58.602689+00:00,111828278356150,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310573264,T4CCIC-SP-Broad-Research-Single-3-B0BQ5CCQCK-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
17404,2022-05-24 02:00:26.452648+00:00,2023-02-06 07:38:56.662606+00:00,137694692715753,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1653314883265,T40MBPR-SP-Exact-Scale-B0B1YLR51M-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
85441,2023-01-16 21:12:29.763274+00:00,2023-02-06 07:38:59.572402+00:00,191070936954059,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903549630,T4CBITW-SP-Broad-Research-Single-1-B0BRZ7H917-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
85338,2023-01-16 21:08:11.659286+00:00,2023-02-06 07:38:59.499650+00:00,276377347344700,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673903291524,T4CPITW-SP-Exact-Scale-Single-4-B0BRZ2WMLS-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
26366,2022-07-06 00:12:17.524732+00:00,2023-02-06 07:38:57.382212+00:00,56735953935107,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1657023075575,T40MBKITW-SP-Exact-Scale-B0B5KX3NJH-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
20328,2022-06-10 21:05:29.333250+00:00,2023-02-06 07:38:56.736683+00:00,47974427553764,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654895138972,CEOCLMIYK-SP-Exact-Scale-Single-12-B086Y6HLM2-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20300,2022-06-10 21:02:16.500597+00:00,2023-02-06 07:38:56.779901+00:00,53715699523173,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894946157,HTSGWKI-SP-Exact-Scale-Single-4-B086LD7R2R-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20334,2022-06-10 21:05:46.154034+00:00,2023-02-06 07:38:56.947550+00:00,184045210710282,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1664863013270,CEOCLMIYK-SP-Exact-Scale-Single-18-B086Y6HLM2-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20298,2022-06-10 21:02:11.566887+00:00,2023-02-06 07:38:56.963936+00:00,131637785853803,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894941206,HTSGWKI-SP-Exact-Scale-Single-2-B086LD7R2R-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
31543,2022-07-31 00:12:00.665142+00:00,2023-02-06 07:38:57.749421+00:00,131994314213286,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1666505701763,T40MBCCITW-SP-Broad-Research-2-B0B7QDFVBW-Paperback,enabled,0,0,legacyForSales,20.00,False,True,0.00,Broad-Research,
20273,2022-06-10 21:00:54.572145+00:00,2023-02-06 07:38:56.982044+00:00,257359814279998,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894864216,T4MBCITW-SP-Exact-Scale-Single-17-B0B2TW9G3V-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20291,2022-06-10 21:01:40.901910+00:00,2023-02-06 07:38:57.006190+00:00,170254827407745,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894910553,T4MBHITW-SP-Exact-Scale-Single-15-B0B2TYMNP1-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20292,2022-06-10 21:01:43.442868+00:00,2023-02-06 07:38:57.008724+00:00,112070896039693,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1664692382276,T4MBHITW-SP-Exact-Scale-Single-16-B0B2TYMNP1-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20261,2022-06-10 21:00:25.017626+00:00,2023-02-06 07:38:57.011690+00:00,125316842358259,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894834668,T4MBCITW-SP-Exact-Scale-Single-5-B0B2TW9G3V-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20274,2022-06-10 21:00:57.340711+00:00,2023-02-06 07:38:57.117343+00:00,188413145794255,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894866978,T4MBCITW-SP-Exact-Scale-Single-18-B0B2TW9G3V-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
31570,2022-07-31 00:12:00.720552+00:00,2023-02-06 07:38:57.849972+00:00,139447913057736,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659189771675,T40MBBITW-SP-Exact-Scale-Single-3-B0B7QRT96S-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
58977,2022-11-23 00:23:04.931676+00:00,2023-02-06 07:38:58.144093+00:00,220013126052683,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669162986981,NTNLTS-SP-Broad-Research-Single-8-B0BL52NN8M-Paperback,enabled,50,0,legacyForSales,20.00,True,True,0.00,Broad-Research,
56117,2022-11-21 09:02:13.166587+00:00,2023-02-06 07:38:58.168851+00:00,270859569114573,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669021334337,PFABTAG-SP-Exact-Scale-Single-2-B0B9WCT28G-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
14882,2022-05-15 02:00:14.251636+00:00,2023-02-06 07:38:56.623150+00:00,187760440166140,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1652522749185,NWW-SP-Exact-Scale-B0B13RW3H7-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
20325,2022-06-10 21:05:21.558815+00:00,2023-02-06 07:38:56.807933+00:00,226251656971118,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654895131150,CEOCLMIYK-SP-Exact-Scale-Single-9-B086Y6HLM2-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
56119,2022-11-21 09:02:18.338704+00:00,2023-02-06 07:38:58.231020+00:00,169183621576720,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669021339321,PFABTAG-SP-Exact-Scale-Single-4-B0B9WCT28G-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
58986,2022-11-23 00:23:42.405532+00:00,2023-02-06 07:38:58.234851+00:00,60640813067014,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671498843622,NTNLTS-SP-Exact-Scale-Single-9-B0BL52NN8M-Paperback,enabled,100,0,manual,20.00,True,True,0.00,Exact-Scale,
20240,2022-06-10 20:59:14.791703+00:00,2023-02-06 07:38:56.824746+00:00,94260216443973,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894764436,HYTTMW-SP-Exact-Scale-Single-4-1737534215-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20256,2022-06-10 20:59:55.712622+00:00,2023-02-06 07:38:56.894064+00:00,62173661903475,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894805363,HYTTMW-SP-Exact-Scale-Single-20-1737534215-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20287,2022-06-10 21:01:31.017636+00:00,2023-02-06 07:38:57.044280+00:00,56423335394208,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894900670,T4MBHITW-SP-Exact-Scale-Single-11-B0B2TYMNP1-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20238,2022-06-10 20:59:10.078426+00:00,2023-02-06 07:38:57.067908+00:00,199340859599121,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894759719,HYTTMW-SP-Exact-Scale-Single-2-1737534215-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20301,2022-06-10 21:02:18.910828+00:00,2023-02-06 07:38:57.075396+00:00,169342841064487,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894948550,HTSGWKI-SP-Exact-Scale-Single-5-B086LD7R2R-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20280,2022-06-10 21:01:13.313550+00:00,2023-02-06 07:38:57.096513+00:00,68539769729384,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1654894882952,T4MBHITW-SP-Exact-Scale-Single-4-B0B2TYMNP1-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
20263,2022-06-10 21:00:30.028945+00:00,2023-02-06 07:38:57.112289+00:00,129482687334575,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1656993974402,T4MBCITW-SP-Exact-Scale-Single-7-B0B2TW9G3V-Paperback,enabled,50,10,manual,20.00,True,True,0.00,Exact-Scale,
26323,2022-07-06 00:12:17.427534+00:00,2023-02-06 07:38:57.164192+00:00,215523379969650,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1657023932631,T40MBDBITW-SP-Broad-Research-1-B0B5KX7LZ3-Paperback,enabled,0,0,legacyForSales,20.00,False,True,0.00,Broad-Research,
26324,2022-07-06 00:12:17.430340+00:00,2023-02-06 07:38:57.168517+00:00,226053234318694,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1669710053662,T40MBDBITW-SP-Broad-Research-2-B0B5KX7LZ3-Paperback,enabled,0,0,legacyForSales,20.00,False,True,0.00,Broad-Research,
26335,2022-07-06 00:12:17.456290+00:00,2023-02-06 07:38:57.216812+00:00,249684143045718,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1657024000801,T40MBBAITW-SP-Broad-Research-2-B0B5KQJ379-Paperback,enabled,0,0,legacyForSales,20.00,False,True,0.00,Broad-Research,
26355,2022-07-06 00:12:17.500920+00:00,2023-02-06 07:38:57.297576+00:00,276572091717636,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1657021945678,T40MBSITW-SP-Exact-Scale-B0B5KK1JM5-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
26356,2022-07-06 00:12:17.502989+00:00,2023-02-06 07:38:57.304036+00:00,31537799609129,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1657021945678,T40MBSITW-SP-Broad-Research-1-B0B5KK1JM5-Paperback,enabled,0,0,legacyForSales,20.00,False,True,0.00,Broad-Research,
26357,2022-07-06 00:12:17.505194+00:00,2023-02-06 07:38:57.314947+00:00,96552186305532,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659588387642,T40MBSITW-SP-Broad-Research-2-B0B5KK1JM5-Paperback,enabled,0,0,legacyForSales,20.00,False,True,0.00,Broad-Research,
31494,2022-07-31 00:12:00.479986+00:00,2023-02-06 07:38:57.433274+00:00,106302758664089,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1662960230395,T40MBCA-SP-Broad-Research-1-B0B7QLFTXP-Paperback,enabled,0,0,legacyForSales,20.00,False,True,0.00,Broad-Research,
31495,2022-07-31 00:12:00.482083+00:00,2023-02-06 07:38:57.437302+00:00,44743209653620,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671352081881,T40MBCA-SP-Broad-Research-2-B0B7QLFTXP-Paperback,enabled,0,0,legacyForSales,20.00,False,True,0.00,Broad-Research,
69783,2022-12-17 19:42:37.245980+00:00,2023-02-06 07:38:58.874281+00:00,222444779577413,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671306157114,T4MBPITB-SP-Exact-Scale-Single-9-B0BPR4Z57X-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69864,2022-12-17 20:55:53.918630+00:00,2023-02-06 07:38:58.878061+00:00,50143099418269,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310553789,T4CCIC-SP-Exact-Scale-Single-15-B0BQ5CCQCK-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
26368,2022-07-06 00:12:17.528756+00:00,2023-02-06 07:38:57.390763+00:00,4101995681442,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1664169657096,T40MBKITW-SP-Broad-Research-2-B0B5KX3NJH-Paperback,enabled,0,0,legacyForSales,20.00,False,True,0.00,Broad-Research,
31375,2022-07-30 00:11:58.867007+00:00,2023-02-06 07:38:57.575012+00:00,95210148881121,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659100052750,T40MBBOTA-SP-Exact-Scale-B0B7Q194SY-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
31525,2022-07-31 00:12:00.601705+00:00,2023-02-06 07:38:57.618274+00:00,84401388627348,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659188888101,T40MBFGITW-SP-Exact-Scale-B0B7QGX45P-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
31527,2022-07-31 00:12:00.606955+00:00,2023-02-06 07:38:57.630689+00:00,21226937820527,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1661405768962,T40MBFGITW-SP-Broad-Research-2-B0B7QGX45P-Paperback,enabled,0,0,legacyForSales,20.00,False,True,0.00,Broad-Research,
31537,2022-07-31 00:12:00.630598+00:00,2023-02-06 07:38:57.683905+00:00,38254205591533,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659188888102,T40MBFGITW-SP-Exact-Scale-Single-2-B0B7QGX45P-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
31538,2022-07-31 00:12:00.633049+00:00,2023-02-06 07:38:57.687009+00:00,124732857567739,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659188888102,T40MBFGITW-SP-Exact-Scale-Single-3-B0B7QGX45P-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
69854,2022-12-17 20:55:43.388377+00:00,2023-02-06 07:38:59.003332+00:00,107961513121713,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310543247,T4CCIC-SP-Exact-Scale-Single-5-B0BQ5CCQCK-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
69816,2022-12-17 20:52:20.875613+00:00,2023-02-06 07:38:59.010766+00:00,120165972336550,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671310340743,T4MATITW-SP-Exact-Scale-Single-15-B0BPVYN31W-Paperback,enabled,50,0,manual,20.00,True,True,0.00,Exact-Scale,
31541,2022-07-31 00:12:00.660942+00:00,2023-02-06 07:38:57.741766+00:00,114563111143858,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1659190325768,T40MBCCITW-SP-Exact-Scale-B0B7QDFVBW-Paperback,enabled,0,0,manual,50.00,False,True,0.00,Exact-Scale,
31542,2022-07-31 00:12:00.663110+00:00,2023-02-06 07:38:57.745915+00:00,113941702249957,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1671352081880,T40MBCCITW-SP-Broad-Research-1-B0B7QDFVBW-Paperback,enabled,10,3,legacyForSales,20.00,True,True,0.00,Broad-Research,
31557,2022-07-31 00:12:00.693976+00:00,2023-02-06 07:38:57.794817+00:00,107332993533979,,111,sponsoredProducts,manual,CAMPAIGN_STATUS_ENABLED,1673095733102,T40MBBITW-SP-Exact-Scale-B0B7QRT96S-Paperback,enabled,0,10,manual,50.00,False,True,0.00,Exact-Scale,
