id,created_at,updated_at,keyword_id,keyword_type,campaign_id,ad_group_id,state,keyword_text,match_type,bid,serving_status,last_updated_date_on_amazon
6070798,2023-01-16 21:16:32.273644+00:00,2023-01-16 21:16:32.273649+00:00,16114703693486,Positive,85335,51390616914297,enabled,dementia activities for seniors,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903315686
4364999,2022-08-02 00:27:08.422300+00:00,2022-08-02 00:27:08.422303+00:00,16260510524248,Positive,31559,245157549592940,enabled,dementia books for caregivers,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1664447299555
3330196,2022-05-16 02:31:12.654974+00:00,2022-05-16 02:31:12.654979+00:00,16278818883486,Positive,14874,186585435543001,enabled,seniors dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665551734105
4366588,2022-08-02 00:27:08.461330+00:00,2022-08-02 00:27:08.461334+00:00,16343620035328,Positive,31558,159150311012988,enabled,books seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923944
5735039,2022-12-17 21:05:42.037360+00:00,2022-12-17 21:05:42.037366+00:00,16387475079987,Positive,69858,270410482346101,enabled,gifts for elderly with dementia,exact,0.59,TARGETING_CLAUSE_STATUS_LIVE,1672047141929
5734138,2022-12-17 21:05:42.009948+00:00,2022-12-17 21:05:42.009953+00:00,16558907884436,Positive,69855,95895657476294,enabled,christmas gifts for elderly parents,exact,0.59,TARGETING_CLAUSE_STATUS_LIVE,1672047142237
5160149,2022-11-23 00:26:27.503278+00:00,2022-11-23 00:26:27.503281+00:00,18691870455491,Positive,58974,193709876632844,enabled,children emotion,broad,0.78,TARGETING_CLAUSE_STATUS_LIVE,1671694837423
3215944,2022-04-14 02:36:56.843221+00:00,2022-04-14 02:36:56.843224+00:00,18774164630865,Positive,13025,58270958708962,enabled,secrets to a happy life,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130778663
3215095,2022-04-14 02:36:56.822896+00:00,2022-04-14 02:36:56.822900+00:00,18946011781671,Positive,13007,236347869197919,enabled,reading picture books,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130778516
3329380,2022-05-16 02:31:12.636204+00:00,2022-05-16 02:31:12.636207+00:00,20174297436765,Positive,14883,82908214502190,enabled,dementia activities for seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924982
4022122,2022-06-15 00:22:29.039443+00:00,2022-06-15 00:22:29.039447+00:00,20633298574444,Positive,20253,144022740490759,enabled,montessori preschool,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924130
3215957,2022-04-14 02:36:56.843512+00:00,2022-04-14 02:36:56.843516+00:00,21411689748809,Positive,13025,58270958708962,enabled,japanese journal,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923793
6068495,2023-01-16 21:16:32.203765+00:00,2023-01-16 21:16:32.203771+00:00,21415836539250,Positive,85193,278078762373711,enabled,gifts for dementia patients men,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673902867806
6071617,2023-01-16 21:16:32.298130+00:00,2023-01-16 21:16:32.298135+00:00,21453236618677,Positive,85222,151921809095376,enabled,mind games for dementia,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673902977475
4022130,2022-06-15 00:22:29.039659+00:00,2022-06-15 00:22:29.039663+00:00,21675187860919,Positive,20273,35794157880098,enabled,gifts for patients with dementia,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130778515
5141215,2022-11-21 09:04:11.792584+00:00,2022-11-21 09:04:11.792588+00:00,21683839566193,Positive,56131,141394897854190,enabled,poem,exact,0.17,TARGETING_CLAUSE_STATUS_LIVE,1671694833462
6072428,2023-01-16 21:16:32.322541+00:00,2023-01-16 21:16:32.322547+00:00,22027121163986,Positive,85167,156424504057647,enabled,picture book,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1673902811763
4353021,2022-07-31 00:23:10.559254+00:00,2022-07-31 00:23:10.559258+00:00,22235069898952,Positive,31367,280361919060818,enabled,dementia water paint,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552315092
6072421,2023-01-16 21:16:32.322336+00:00,2023-01-16 21:16:32.322341+00:00,22436624920292,Positive,85262,141099789491776,enabled,mind games for dementia,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903091622
6070805,2023-01-16 21:16:32.273852+00:00,2023-01-16 21:16:32.273857+00:00,22676474350068,Positive,85393,90177001416611,enabled,gifts for dementia patients men,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903425639
4368175,2022-08-02 00:27:08.501293+00:00,2022-08-02 00:27:08.501297+00:00,23260798009232,Positive,31527,18368241855536,enabled,seniors dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694925149
4368203,2022-08-02 00:27:08.501989+00:00,2022-08-02 00:27:08.501993+00:00,23857405958665,Positive,31557,64187381357526,enabled,dimentia book,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130778817
6071613,2023-01-16 21:16:32.298013+00:00,2023-01-16 21:16:32.298018+00:00,24369816843953,Positive,85175,50227683310935,enabled,dementia activities for seniors,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673902867781
4291532,2022-07-16 12:58:31.369561+00:00,2022-07-16 12:58:31.369565+00:00,24536690165895,Positive,26357,74072123893935,enabled,gifts for nursing home patients,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552315724
3215129,2022-04-14 02:36:56.823704+00:00,2022-04-14 02:36:56.823711+00:00,25309536908623,Positive,13019,65188858190233,enabled,gifts for nursing home patients,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130778830
4022119,2022-06-15 00:22:29.039367+00:00,2022-06-15 00:22:29.039371+00:00,26195912893398,Positive,20271,11786278392146,enabled,gifts for nursing home residents,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694926186
4022082,2022-06-15 00:22:29.038424+00:00,2022-06-15 00:22:29.038427+00:00,26257768405203,Positive,20274,144342767092697,enabled,books for seniors,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130778829
6072436,2023-01-16 21:16:32.322784+00:00,2023-01-16 21:16:32.322789+00:00,26801117716473,Positive,85432,43432591497909,enabled,games for seniors with dementia,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903535722
4022057,2022-06-15 00:22:29.037809+00:00,2022-06-15 00:22:29.037813+00:00,26823426469176,Positive,14874,186585435543001,enabled,libros de alzheimer,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923828
5735037,2022-12-17 21:05:42.037302+00:00,2022-12-17 21:05:42.037307+00:00,27532192203887,Positive,69790,271038889513439,enabled,senior dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1673443015606
5734995,2022-12-17 21:05:42.036043+00:00,2022-12-17 21:05:42.036048+00:00,28017933623312,Positive,69770,115122933501549,enabled,dementia picture,broad,0.30,TARGETING_CLAUSE_STATUS_LIVE,1675181059500
3329365,2022-05-16 02:31:12.635869+00:00,2022-05-16 02:31:12.635873+00:00,28076556435054,Positive,14883,82908214502190,enabled,dementia and alzheimers,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552314027
6070860,2023-01-16 21:16:32.275500+00:00,2023-01-16 21:16:32.275505+00:00,28079541345800,Positive,85289,279291465375950,enabled,alzheimers books,broad,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903115714
3215069,2022-04-14 02:36:56.822274+00:00,2022-04-14 02:36:56.822277+00:00,28396560618206,Positive,13007,236347869197919,enabled,book about dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694925005
4352943,2022-07-31 00:23:10.557190+00:00,2022-07-31 00:23:10.557194+00:00,28533364641469,Positive,31366,33942090731648,enabled,reading picture books,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694925071
5141224,2022-11-21 09:04:11.792784+00:00,2022-11-21 09:04:11.792788+00:00,28949255823033,Positive,56116,178187413781770,enabled,poetry books,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1670657476825
4365042,2022-08-02 00:27:08.423304+00:00,2022-08-02 00:27:08.423307+00:00,29187956854438,Positive,31526,92623977428076,enabled,dementia book,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694926014
4352980,2022-07-31 00:23:10.558182+00:00,2022-07-31 00:23:10.558186+00:00,29369769113602,Positive,31377,274815242335350,enabled,book about dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130778664
6171842,2023-01-22 00:36:11.270999+00:00,2023-01-22 00:36:11.271004+00:00,29653607460248,Positive,87371,129659180952856,enabled,gifts for alzheimer patients,exact,0.67,TARGETING_CLAUSE_STATUS_LIVE,1674285775148
4343899,2022-07-30 00:23:12.034951+00:00,2022-07-30 00:23:12.034954+00:00,30178106502756,Positive,31348,125424745041623,enabled,ikigai,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1659609076250
4022142,2022-06-15 00:22:29.039959+00:00,2022-06-15 00:22:29.039963+00:00,30529939826511,Positive,20260,177913618114424,enabled,alzheimers books,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923633
4022135,2022-06-15 00:22:29.039787+00:00,2022-06-15 00:22:29.039791+00:00,30754703085131,Positive,20282,71184425082101,enabled,dementia activities,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924141
6171821,2023-01-22 00:36:11.270373+00:00,2023-01-22 00:36:11.270378+00:00,31303684962423,Positive,13018,75900493829017,enabled,adult picture books dementia,exact,0.67,TARGETING_CLAUSE_STATUS_LIVE,1674285775171
5733300,2022-12-17 21:05:41.984412+00:00,2022-12-17 21:05:41.984418+00:00,31385569528318,Positive,69758,74411950012320,enabled,dementia gifts for elderly,exact,0.17,TARGETING_CLAUSE_STATUS_LIVE,1671694836249
4291538,2022-07-16 12:58:31.369721+00:00,2022-07-16 12:58:31.369725+00:00,31397002701964,Positive,26357,74072123893935,enabled,activities for seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924814
4291540,2022-07-16 12:58:31.369770+00:00,2022-07-16 12:58:31.369774+00:00,31428402195581,Positive,26357,74072123893935,enabled,games for seniors with dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694925861
4352986,2022-07-31 00:23:10.558329+00:00,2022-07-31 00:23:10.558333+00:00,31593677801024,Positive,31377,274815242335350,enabled,birds magazine,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924815
3215118,2022-04-14 02:36:56.823430+00:00,2022-04-14 02:36:56.823433+00:00,31760731285330,Positive,13019,65188858190233,enabled,dementia water paint,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130778831
6171819,2023-01-22 00:36:11.270315+00:00,2023-01-22 00:36:11.270320+00:00,32312436168873,Positive,13018,75900493829017,enabled,activity book for seniors with dementia,exact,0.67,TARGETING_CLAUSE_STATUS_LIVE,1674285775172
5733306,2022-12-17 21:05:41.984594+00:00,2022-12-17 21:05:41.984600+00:00,32539085379866,Positive,69752,177754972199487,enabled,alzheimers activities,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1673525506369
4365831,2022-08-02 00:27:08.442045+00:00,2022-08-02 00:27:08.442049+00:00,33373671044123,Positive,31552,158298654929201,enabled,dementia activities for seniors,exact,1.31,TARGETING_CLAUSE_STATUS_LIVE,1675181059306
4364995,2022-08-02 00:27:08.422209+00:00,2022-08-02 00:27:08.422212+00:00,33827687747273,Positive,31559,245157549592940,enabled,dementia activities for seniors,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1672927083478
5160158,2022-11-23 00:26:27.503480+00:00,2022-11-23 00:26:27.503483+00:00,35285153989247,Positive,58992,12463051239848,enabled,book about emotions for kids,exact,0.78,TARGETING_CLAUSE_STATUS_LIVE,1671694839015
3215952,2022-04-14 02:36:56.843400+00:00,2022-04-14 02:36:56.843403+00:00,35407803351710,Positive,13025,58270958708962,enabled,japanese mind,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923794
5141222,2022-11-21 09:04:11.792740+00:00,2022-11-21 09:04:11.792744+00:00,35562807411953,Positive,56128,148719638412180,enabled,love letters of great men,exact,0.17,TARGETING_CLAUSE_STATUS_LIVE,1671694833645
6072401,2023-01-16 21:16:32.321746+00:00,2023-01-16 21:16:32.321751+00:00,35563967267789,Positive,85230,248179604297706,enabled,the art of dementia care,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673902977483
3789517,2022-05-25 02:36:27.730025+00:00,2022-05-25 02:36:27.730029+00:00,35575010944357,Positive,17405,104803234017520,enabled,colorful photos,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665552314839
4353002,2022-07-31 00:23:10.558764+00:00,2022-07-31 00:23:10.558770+00:00,35672288567814,Positive,31367,280361919060818,enabled,picture books about dogs,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130778702
4352966,2022-07-31 00:23:10.557804+00:00,2022-07-31 00:23:10.557808+00:00,35827430446224,Positive,31387,105717556026360,enabled,gifts for dementia patients men,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130778512
6072440,2023-01-16 21:16:32.322907+00:00,2023-01-16 21:16:32.322912+00:00,35874117666285,Positive,85220,154255727650492,enabled,dementia books,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673902977475
4293887,2022-07-16 12:58:31.426043+00:00,2022-07-16 12:58:31.426047+00:00,36098784727086,Positive,26367,229781110209384,enabled,alzheimers books,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694926173
5735026,2022-12-17 21:05:42.036976+00:00,2022-12-17 21:05:42.036981+00:00,36429262471356,Positive,69877,199143983086759,enabled,alzheimers books,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1674535216882
5160145,2022-11-23 00:26:27.503188+00:00,2022-11-23 00:26:27.503191+00:00,36786835831506,Positive,58972,130354045626600,enabled,emotions kids,broad,0.78,TARGETING_CLAUSE_STATUS_LIVE,1671694837348
5735023,2022-12-17 21:05:42.036885+00:00,2022-12-17 21:05:42.036891+00:00,36834506692508,Positive,69882,211113818328350,enabled,gifts for elderly with dementia,exact,0.59,TARGETING_CLAUSE_STATUS_LIVE,1672047141601
4022062,2022-06-15 00:22:29.037935+00:00,2022-06-15 00:22:29.037939+00:00,36916518238103,Positive,20261,237417176004584,enabled,activities for dementia patients,exact,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694925139
6171804,2023-01-22 00:36:11.269880+00:00,2023-01-22 00:36:11.269885+00:00,37596629701693,Positive,13006,102465080229824,enabled,book with pictures of flowers,exact,0.67,TARGETING_CLAUSE_STATUS_LIVE,1674285775165
6180610,2023-01-23 18:01:26.223053+00:00,2023-01-23 18:01:26.223058+00:00,38368398029589,Positive,87775,170232924578775,enabled,self control for kids,exact,0.33,TARGETING_CLAUSE_STATUS_LIVE,1674496853384
4367401,2022-08-02 00:27:08.481908+00:00,2022-08-02 00:27:08.481912+00:00,38599305322788,Positive,31575,204377733126935,enabled,book about dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694924816
4294587,2022-07-16 12:58:31.442531+00:00,2022-07-16 12:58:31.442535+00:00,38631099567745,Positive,26335,119976750713593,enabled,picture bible,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1671694923826
6069268,2023-01-16 21:16:32.227803+00:00,2023-01-16 21:16:32.227808+00:00,38944288603926,Positive,85408,60432417747403,enabled,reading picture books,broad,0.33,TARGETING_CLAUSE_STATUS_LIVE,1673903449546
5735004,2022-12-17 21:05:42.036302+00:00,2022-12-17 21:05:42.036308+00:00,39462931558225,Positive,69852,243488348692122,enabled,gifts for elderly in nursing home,exact,0.59,TARGETING_CLAUSE_STATUS_LIVE,1672047141943
6171831,2023-01-22 00:36:11.270662+00:00,2023-01-22 00:36:11.270667+00:00,39498772480629,Positive,13018,75900493829017,enabled,picture book of birds for dementia,exact,0.67,TARGETING_CLAUSE_STATUS_LIVE,1674285775172
6171812,2023-01-22 00:36:11.270111+00:00,2023-01-22 00:36:11.270116+00:00,39616705237886,Positive,13006,102465080229824,enabled,picture books for dementia patients,exact,0.67,TARGETING_CLAUSE_STATUS_LIVE,1674285775150
3215098,2022-04-14 02:36:56.822968+00:00,2022-04-14 02:36:56.822972+00:00,40172609467656,Positive,13007,236347869197919,enabled,picture books about dogs,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1665130777785
5140214,2022-11-21 09:04:11.770190+00:00,2022-11-21 09:04:11.770193+00:00,40681260827229,Positive,56142,152372671719540,enabled,best poetry books,exact,0.17,TARGETING_CLAUSE_STATUS_LIVE,1671694833509
5734141,2022-12-17 21:05:42.010035+00:00,2022-12-17 21:05:42.010040+00:00,40749293044740,Positive,69819,181462464053736,enabled,elderly dementia,broad,0.11,TARGETING_CLAUSE_STATUS_LIVE,1673783042379
