id,created_at,updated_at,campaign_id,date,report_type,impressions,clicks,spend,sales,orders,kenp_royalties,placement,ad_id,ad_group_id,ad_group_name,target_id,keyword_text,query,match_type,asin,keyword_id,target_expression,target_text,target_type,units_sold_14d,attributed_conversions_30d
73101046,2023-02-06 02:38:05.204246+00:00,2023-02-06 12:37:41.055069+00:00,85209,2023-02-05,targets,10,0,0.00,0.00,0,0,,1,184176654857846,T4MBCITW-SP-Broad-Research-Single-9-B0BRYZNQLX-Paperback,175894161860639,alzheimers books,,broad,,0,,,,0,0
73101795,2023-02-06 02:38:11.178686+00:00,2023-02-06 12:37:48.701617+00:00,20325,2023-02-05,targets,16,0,0.00,0.00,0,0,,1,146235969443059,CEOCLMIYK-SP-Exact-Scale-Single-9-B086Y6HLM2-Paperback,15568764648263,kaizen,,exact,,0,,,,0,0
73097545,2023-02-06 02:37:39.006673+00:00,2023-02-06 12:37:06.767405+00:00,26344,2023-02-05,targets,103,1,0.67,0.00,0,0,,1,159234040552137,T40MBBV-SP-Exact-Scale-B0B5KNNTQK-Paperback,69801148770021,books dementia,,exact,,0,,,,0,0
73097745,2023-02-06 02:37:40.629108+00:00,2023-02-06 12:37:08.854227+00:00,69828,2023-02-05,targets,3,0,0.00,0.00,0,0,,1,273633952779592,T4MBCBITW-SP-Exact-Scale-Single-3-B0BQ5243N4-Paperback,230525071174670,gifts for elderly in nursing home,,exact,,0,,,,0,0
73097546,2023-02-06 02:37:39.013447+00:00,2023-02-06 12:37:06.773929+00:00,26344,2023-02-05,targets,283,0,0.00,0.00,0,0,,1,159234040552137,T40MBBV-SP-Exact-Scale-B0B5KNNTQK-Paperback,183082187168386,books for dementia patients to read,,exact,,0,,,,0,0
73099068,2023-02-06 02:37:50.112795+00:00,2023-02-06 12:37:21.798768+00:00,69805,2023-02-05,targets,76,0,0.00,0.00,0,0,,1,22807484606875,T4MATITW-SP-Exact-Scale-Single-4-B0BPVYN31W-Paperback,92017875840579,alzheimers books,,exact,,0,,,,0,0
73101937,2023-02-06 02:38:12.241885+00:00,2023-02-06 12:37:50.142040+00:00,31552,2023-02-05,targets,113,0,0.00,0.00,0,0,,1,158298654929201,T40MBCCITW-SP-Exact-Scale-Single-1-B0B7QDFVBW-Paperback,33373671044123,dementia activities for seniors,,exact,,0,,,,0,0
73101940,2023-02-06 02:38:12.265734+00:00,2023-02-06 12:37:50.170027+00:00,58977,2023-02-05,targets,2,0,0.00,0.00,0,0,,1,146451429012920,NTNLTS-SP-Broad-Research-Single-8-B0BL52NN8M-Paperback,210320596068,kids social emotional,,broad,,0,,,,0,0
73100605,2023-02-06 02:38:02.158571+00:00,2023-02-06 12:37:36.744920+00:00,69874,2023-02-05,targets,18,0,0.00,0.00,0,0,,1,153464948743695,T4CDIC-SP-Exact-Scale-Single-1-B0BQ5CBB34-Paperback,10911172595168,dementia activities for seniors,,exact,,0,,,,0,0
73096071,2023-02-06 02:37:27.838940+00:00,2023-02-06 12:36:51.844480+00:00,85376,2023-02-05,targets,4,0,0.00,0.00,0,0,,1,274553279122759,T4MAFITW-SP-Exact-Scale-Single-2-B0BRYY2123-Paperback,185410751324453,alzheimers activities,,exact,,0,,,,0,0
73098220,2023-02-06 02:37:43.953257+00:00,2023-02-06 12:37:13.207787+00:00,58974,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,193709876632844,NTNLTS-SP-Broad-Research-Single-5-B0BL52NN8M-Paperback,18691870455491,children emotion,,broad,,0,,,,0,0
73096346,2023-02-06 02:37:30.145743+00:00,2023-02-06 12:36:54.517477+00:00,85187,2023-02-05,targets,3,0,0.00,0.00,0,0,,1,62743512934506,T4MBCITW-SP-Exact-Scale-Single-13-B0BRYZNQLX-Paperback,276534221654057,bird photography book,,exact,,0,,,,0,0
73101939,2023-02-06 02:38:12.258377+00:00,2023-02-06 12:37:50.161992+00:00,56122,2023-02-05,targets,12,0,0.00,0.00,0,0,,1,197300952763001,PFABTAG-SP-Exact-Scale-Single-7-B0B9WCT28G-Paperback,127424406880949,the words i wish i said,,exact,,0,,,,0,0
73101247,2023-02-06 02:38:06.762574+00:00,2023-02-06 12:37:43.190747+00:00,31527,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,18368241855536,T40MBFGITW-SP-Broad-Research-2-B0B7QGX45P-Paperback,127046836395289,activities for seniors,,broad,,0,,,,0,0
73101048,2023-02-06 02:38:05.220080+00:00,2023-02-06 12:37:41.069451+00:00,85416,2023-02-05,targets,6,0,0.00,0.00,0,0,,1,151839857802265,T4CBITW-SP-Exact-Scale-Single-2-B0BRZ7H917-Paperback,149795899563666,alzheimers activities,,exact,,0,,,,0,0
73100609,2023-02-06 02:38:02.187288+00:00,2023-02-06 12:37:36.770520+00:00,85168,2023-02-05,targets,3,0,0.00,0.00,0,0,,1,174704234187699,NTNLTS-SP-Broad-Research-Single-18-B0BL52NN8M-Paperback,42189760291240,childrens book,,broad,,0,,,,0,0
73097747,2023-02-06 02:37:40.649753+00:00,2023-02-06 12:37:08.866962+00:00,69841,2023-02-05,targets,22,0,0.00,0.00,0,0,,1,165137193503347,T4MBCBITW-SP-Broad-Research-Single-1-B0BQ5243N4-Paperback,196193913137613,senior dementia,,broad,,0,,,,0,0
73098109,2023-02-06 02:37:43.156400+00:00,2023-02-06 02:37:43.156424+00:00,31575,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,204377733126935,T40MBSRIA-SP-Broad-Research-2-B0B7QLFTXC-Paperback,97734421065964,dementia books,,broad,,0,,,,0,0
73096550,2023-02-06 02:37:31.756000+00:00,2023-02-06 12:36:56.323675+00:00,26322,2023-02-05,targets,21,0,0.00,0.00,0,0,,1,122528036593903,T40MBDBITW-SP-Exact-Scale-B0B5KX7LZ3-Paperback,189968559598786,picture books,,exact,,0,,,,0,0
73261200,2023-02-06 12:37:01.780259+00:00,2023-02-06 12:37:01.780291+00:00,69876,2023-02-05,targets,2,0,0.00,0.00,0,0,,1,140969646413626,T4CDIC-SP-Exact-Scale-Single-3-B0BQ5CBB34-Paperback,92295324182215,gifts for elderly in nursing home,,exact,,0,,,,0,0
73098110,2023-02-06 02:37:43.164157+00:00,2023-02-06 12:37:12.074573+00:00,31575,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,204377733126935,T40MBSRIA-SP-Broad-Research-2-B0B7QLFTXC-Paperback,203119660498966,activities for seniors,,broad,,0,,,,0,0
73100606,2023-02-06 02:38:02.164888+00:00,2023-02-06 12:37:36.751188+00:00,85449,2023-02-05,targets,18,0,0.00,0.00,0,0,,1,88135552172070,T4CBITW-SP-Broad-Research-Single-9-B0BRZ7H917-Paperback,199266678164625,alzheimers books,,broad,,0,,,,0,0
73098020,2023-02-06 02:37:42.568783+00:00,2023-02-06 12:37:11.236280+00:00,85166,2023-02-05,targets,3,0,0.00,0.00,0,0,,1,98670462392451,NTNLTS-SP-Broad-Research-Single-16-B0BL52NN8M-Paperback,150614402929116,for kids,,broad,,0,,,,0,0
73262578,2023-02-06 12:37:51.952373+00:00,2023-02-06 12:37:51.952397+00:00,85338,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,110383110335619,T4CPITW-SP-Exact-Scale-Single-4-B0BRZ2WMLS-Paperback,199531778518540,alzheimers books,,exact,,0,,,,0,0
73261325,2023-02-06 12:37:06.781259+00:00,2023-02-06 12:37:06.781285+00:00,26344,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,159234040552137,T40MBBV-SP-Exact-Scale-B0B5KNNTQK-Paperback,85752434294847,coloring book for adults with dementia,,exact,,0,,,,0,0
73097548,2023-02-06 02:37:39.029562+00:00,2023-02-06 12:37:06.793792+00:00,26344,2023-02-05,targets,24,1,0.67,0.00,0,0,,1,159234040552137,T40MBBV-SP-Exact-Scale-B0B5KNNTQK-Paperback,246457439412987,picture book for adults with dementia,,exact,,0,,,,0,0
73100607,2023-02-06 02:38:02.174423+00:00,2023-02-06 12:37:36.757905+00:00,85375,2023-02-05,targets,11,0,0.00,0.00,0,0,,1,158359982193615,T4MAFITW-SP-Exact-Scale-Single-1-B0BRYY2123-Paperback,240604117699140,dementia activities for seniors,,exact,,0,,,,0,0
73101944,2023-02-06 02:38:12.301389+00:00,2023-02-06 12:37:50.208816+00:00,85227,2023-02-05,targets,20,0,0.00,0.00,0,0,,1,265565340173430,T4MBTFITW-SP-Exact-Scale-Single-13-B0BRZ4J8RK-Paperback,174377775218245,bird photography book,,exact,,0,,,,0,0
73261658,2023-02-06 12:37:18.744210+00:00,2023-02-06 12:37:18.744235+00:00,14874,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,186585435543001,L40MHDM-SP-Broad-Research-1-B09X4VZXJJ-Paperback,279433261852140,libros para personas mayores,,broad,,0,,,,0,0
73095874,2023-02-06 02:37:26.491711+00:00,2023-02-06 12:36:49.455953+00:00,69887,2023-02-05,targets,2,0,0.00,0.00,0,0,,1,97489941532068,T4CDIC-SP-Exact-Scale-Single-14-B0BQ5CBB34-Paperback,137589499308839,activity book senior with dementia,,exact,,0,,,,0,0
73261657,2023-02-06 12:37:18.731775+00:00,2023-02-06 12:37:18.731801+00:00,14874,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,186585435543001,L40MHDM-SP-Broad-Research-1-B09X4VZXJJ-Paperback,57027160762105,libro sobre demencia,,broad,,0,,,,0,0
73100743,2023-02-06 02:38:03.184865+00:00,2023-02-06 12:37:37.938720+00:00,13025,2023-02-05,targets,5,0,0.00,0.00,0,0,,1,58270958708962,KaizenIkigai-SP-Broad-Research-1-B086LD7R2R-Paperback,50832493762670,ikigai book,,broad,,0,,,,0,0
73096750,2023-02-06 02:37:33.235743+00:00,2023-02-06 12:36:58.563651+00:00,31511,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,191516499015545,T40MBBFITW-SP-Broad-Research-2-B0B7Q869G7-Paperback,217452320433334,activities for seniors,,broad,,0,,,,0,0
73099062,2023-02-06 02:37:50.065807+00:00,2023-02-06 02:37:50.065830+00:00,56116,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,178187413781770,PFABTAG-SP-Exact-Scale-Single-1-B0B9WCT28G-Paperback,28949255823033,poetry books,,exact,,0,,,,0,0
73100744,2023-02-06 02:38:03.191730+00:00,2023-02-06 12:37:37.946377+00:00,13025,2023-02-05,targets,4,0,0.00,0.00,0,0,,1,58270958708962,KaizenIkigai-SP-Broad-Research-1-B086LD7R2R-Paperback,256208678181346,ikigai the japanese secret to along and happy life,,broad,,0,,,,0,0
73098796,2023-02-06 02:37:48.035819+00:00,2023-02-06 12:37:19.017282+00:00,26334,2023-02-05,targets,114,0,0.00,0.00,0,0,,1,156758338784069,T40MBBAITW-SP-Broad-Research-1-B0B5KQJ379-Paperback,241448185341423,alzheimers books,,broad,,0,,,,0,0
73097547,2023-02-06 02:37:39.020916+00:00,2023-02-06 12:37:06.787689+00:00,26344,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,159234040552137,T40MBBV-SP-Exact-Scale-B0B5KNNTQK-Paperback,236635059928380,dementia books for family,,exact,,0,,,,0,0
73100745,2023-02-06 02:38:03.198515+00:00,2023-02-06 12:37:37.955690+00:00,13025,2023-02-05,targets,2,0,0.00,0.00,0,0,,1,58270958708962,KaizenIkigai-SP-Broad-Research-1-B086LD7R2R-Paperback,141088161398350,kaizen forever,,broad,,0,,,,0,0
73101789,2023-02-06 02:38:11.125115+00:00,2023-02-06 12:37:48.650420+00:00,13018,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,75900493829017,Birds-SP-Exact-Scale-B09M516164-Paperback,39498772480629,picture book of birds for dementia,,exact,,0,,,,0,0
73101788,2023-02-06 02:38:11.118135+00:00,2023-02-06 12:37:48.642874+00:00,13018,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,75900493829017,Birds-SP-Exact-Scale-B09M516164-Paperback,59554992653382,dementia books for patients,,exact,,0,,,,0,0
73101787,2023-02-06 02:38:11.111402+00:00,2023-02-06 12:37:48.636266+00:00,13018,2023-02-05,targets,8,0,0.00,0.00,0,0,,1,75900493829017,Birds-SP-Exact-Scale-B09M516164-Paperback,9410197319557,dementia books for caregivers,,exact,,0,,,,0,0
73101786,2023-02-06 02:38:11.104145+00:00,2023-02-06 12:37:48.629534+00:00,13018,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,75900493829017,Birds-SP-Exact-Scale-B09M516164-Paperback,244681484279574,dementia book,,exact,,0,,,,0,0
73101785,2023-02-06 02:38:11.097166+00:00,2023-02-06 12:37:48.622548+00:00,13018,2023-02-05,targets,61,0,0.00,0.00,0,0,,1,75900493829017,Birds-SP-Exact-Scale-B09M516164-Paperback,10288089682161,books for alzheimers,,exact,,0,,,,0,0
73101784,2023-02-06 02:38:11.089723+00:00,2023-02-06 12:37:48.616345+00:00,13018,2023-02-05,targets,15,0,0.00,0.00,0,0,,1,75900493829017,Birds-SP-Exact-Scale-B09M516164-Paperback,32312436168873,activity book for seniors with dementia,,exact,,0,,,,0,0
73100746,2023-02-06 02:38:03.205272+00:00,2023-02-06 12:37:37.963398+00:00,13025,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,58270958708962,KaizenIkigai-SP-Broad-Research-1-B086LD7R2R-Paperback,83676858100738,kaizen method,,broad,,0,,,,0,0
73100135,2023-02-06 02:37:58.467977+00:00,2023-02-06 02:37:58.468001+00:00,17406,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,138808908844221,T40MBPR-SP-Broad-Research-2-B0B1YLR51M-Paperback,190933439192530,dementia books,,broad,,0,,,,0,0
73262160,2023-02-06 12:37:36.697149+00:00,2023-02-06 12:37:36.697200+00:00,58985,2023-02-05,targets,5,0,0.00,0.00,0,0,,1,212976850364075,NTNLTS-SP-Exact-Scale-Single-8-B0BL52NN8M-Paperback,185720371532070,children books emotions,,exact,,0,,,,0,0
73260854,2023-02-06 12:36:49.368395+00:00,2023-02-06 12:36:49.368418+00:00,20262,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,57455454428911,T4MBCITW-SP-Exact-Scale-Single-6-B0B2TW9G3V-Paperback,268000929924746,dementia activities,,exact,,0,,,,0,0
73100136,2023-02-06 02:37:58.477796+00:00,2023-02-06 12:37:32.116958+00:00,20285,2023-02-05,targets,10,0,0.00,0.00,0,0,,1,30257359558575,T4MBHITW-SP-Exact-Scale-Single-9-B0B2TYMNP1-Paperback,122737415023605,nursing home gifts for residents,,exact,,0,,,,0,0
73100878,2023-02-06 02:38:04.059790+00:00,2023-02-06 12:37:39.404796+00:00,69891,2023-02-05,targets,43,0,0.00,0.00,0,0,,1,170062414198165,T4CDIC-SP-Broad-Research-Single-3-B0BQ5CBB34-Paperback,136950241558020,elderly dementia,,broad,,0,,,,0,0
73100874,2023-02-06 02:38:04.032716+00:00,2023-02-06 12:37:39.371345+00:00,31387,2023-02-05,targets,29,0,0.00,0.00,0,0,,1,105717556026360,T40MBRITW-SP-Broad-Research-2-B0B7QP8PGW-Paperback,164298432133472,dementia activities for seniors,,broad,,0,,,,0,0
73100138,2023-02-06 02:37:58.497606+00:00,2023-02-06 12:37:32.124090+00:00,26368,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,133521752510699,T40MBKITW-SP-Broad-Research-2-B0B5KX3NJH-Paperback,62940051888204,activities for seniors,,broad,,0,,,,0,0
73100137,2023-02-06 02:37:58.488551+00:00,2023-02-06 02:37:58.488636+00:00,26368,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,133521752510699,T40MBKITW-SP-Broad-Research-2-B0B5KX3NJH-Paperback,164213198245060,dementia books,,broad,,0,,,,0,0
73099757,2023-02-06 02:37:55.533471+00:00,2023-02-06 12:37:28.436923+00:00,69881,2023-02-05,targets,2,0,0.00,0.00,0,0,,1,86040856608342,T4CDIC-SP-Exact-Scale-Single-8-B0BQ5CBB34-Paperback,5100749806963,dementia gifts for elderly,,exact,,0,,,,0,0
73098026,2023-02-06 02:37:42.606481+00:00,2023-02-06 12:37:19.010643+00:00,20334,2023-02-05,targets,26,1,0.11,0.00,0,0,,1,262436921477568,CEOCLMIYK-SP-Exact-Scale-Single-18-B086Y6HLM2-Paperback,4962487441009,libros de superacion personal,,exact,,0,,,,0,0
73260996,2023-02-06 12:36:54.531006+00:00,2023-02-06 12:36:54.531029+00:00,13006,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,102465080229824,Flowers-SP-Exact-Scale-B09V5PVTQG-Paperback,167253414683119,alzheimers books for caregivers,,exact,,0,,,,0,0
73101051,2023-02-06 02:38:05.248907+00:00,2023-02-06 12:37:41.091698+00:00,26333,2023-02-05,targets,10,0,0.00,0.00,0,0,,1,84348824309559,T40MBBAITW-SP-Exact-Scale-B0B5KQJ379-Paperback,161928313870624,picture book for alzheimers,,exact,,0,,,,0,0
73096349,2023-02-06 02:37:30.171552+00:00,2023-02-06 12:36:54.549870+00:00,13006,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,102465080229824,Flowers-SP-Exact-Scale-B09V5PVTQG-Paperback,102737057677753,picture books for alzheimer patients,,exact,,0,,,,0,0
73096348,2023-02-06 02:37:30.164201+00:00,2023-02-06 12:36:54.543584+00:00,13006,2023-02-05,targets,6,0,0.00,0.00,0,0,,1,102465080229824,Flowers-SP-Exact-Scale-B09V5PVTQG-Paperback,150096646481914,picture book for seniors,,exact,,0,,,,0,0
73101050,2023-02-06 02:38:05.236946+00:00,2023-02-06 12:37:41.083774+00:00,26333,2023-02-05,targets,11,1,0.67,0.00,0,0,,1,84348824309559,T40MBBAITW-SP-Exact-Scale-B0B5KQJ379-Paperback,115252890717566,animal picture books,,exact,,0,,,,0,0
73100612,2023-02-06 02:38:02.207578+00:00,2023-02-06 12:37:36.791230+00:00,85401,2023-02-05,targets,5,0,0.00,0.00,0,0,,1,36305354934548,T4MAFITW-SP-Broad-Research-Single-1-B0BRYY2123-Paperback,44693897296762,dementia book,,broad,,0,,,,0,0
73096347,2023-02-06 02:37:30.153570+00:00,2023-02-06 12:36:54.537391+00:00,13006,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,102465080229824,Flowers-SP-Exact-Scale-B09V5PVTQG-Paperback,185590972278298,books for alzheimer s patients,,exact,,0,,,,0,0
73101049,2023-02-06 02:38:05.227070+00:00,2023-02-06 12:37:41.076638+00:00,26333,2023-02-05,targets,262,0,0.00,0.00,0,0,,1,84348824309559,T40MBBAITW-SP-Exact-Scale-B0B5KQJ379-Paperback,6508410494729,alzheimers books,,exact,,0,,,,0,0
73261998,2023-02-06 12:37:30.984726+00:00,2023-02-06 12:37:30.984751+00:00,85402,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,275528084945787,T4MAFITW-SP-Broad-Research-Single-2-B0BRYY2123-Paperback,1932023181885,books seniors,,broad,,0,,,,0,0
73101797,2023-02-06 02:38:11.194609+00:00,2023-02-06 12:37:48.721268+00:00,20297,2023-02-05,targets,39,0,0.00,0.00,0,0,,1,81130401836032,HTSGWKI-SP-Exact-Scale-Single-1-B086LD7R2R-Paperback,116133848705220,ikigai,,exact,,0,,,,0,0
73100611,2023-02-06 02:38:02.200787+00:00,2023-02-06 12:37:36.783553+00:00,85228,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,111984272330322,T4MBTFITW-SP-Exact-Scale-Single-14-B0BRZ4J8RK-Paperback,60127092811402,activities for alzheimers patients,,exact,,0,,,,0,0
73100882,2023-02-06 02:38:04.088890+00:00,2023-02-06 12:37:39.429394+00:00,85298,2023-02-05,targets,5,0,0.00,0.00,0,0,,1,210643099627349,T4MBSITW-SP-Exact-Scale-Single-4-B0BS1FNS6H-Paperback,255523228930217,alzheimers books,,exact,,0,,,,0,0
73262471,2023-02-06 12:37:48.595539+00:00,2023-02-06 12:37:48.595561+00:00,85177,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,65073410772991,T4MBCITW-SP-Exact-Scale-Single-3-B0BRYZNQLX-Paperback,90371747723492,gifts for elderly in nursing home,,exact,,0,,,,0,0
73101783,2023-02-06 02:38:11.082095+00:00,2023-02-06 12:37:48.608968+00:00,26355,2023-02-05,targets,12,0,0.00,0.00,0,0,,1,69853595904921,T40MBSITW-SP-Exact-Scale-B0B5KK1JM5-Paperback,216875458093636,dementia activities for seniors,,exact,,0,,,,0,0
73098866,2023-02-06 02:37:48.550729+00:00,2023-02-06 12:37:19.679506+00:00,31351,2023-02-05,targets,2,0,0.00,0.00,0,0,,1,32867034988086,CEOCLMIYK-SP-Broad-Research-Single-2-B07XDCH5QW-Kindle,179300981228905,kaizen,,exact,,0,,,,0,0
73097540,2023-02-06 02:37:38.974578+00:00,2023-02-06 12:37:06.736504+00:00,85198,2023-02-05,targets,2,0,0.00,0.00,0,0,,1,197602421698155,T4MBCITW-SP-Exact-Scale-Single-24-B0BRYZNQLX-Paperback,249704872558621,dementia books for caregivers,,exact,,0,,,,0,0
73262472,2023-02-06 12:37:48.658125+00:00,2023-02-06 12:37:48.658146+00:00,87371,2023-02-05,targets,3,0,0.00,0.00,0,0,,1,129659180952856,T4MATITW-SP-Exact-Scale-16-B0BPVYN31W-Paperback,29653607460248,gifts for alzheimer patients,,exact,,0,,,,0,0
73262473,2023-02-06 12:37:48.715002+00:00,2023-02-06 12:37:48.715023+00:00,20282,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,71184425082101,T4MBHITW-SP-Exact-Scale-Single-6-B0B2TYMNP1-Paperback,30754703085131,dementia activities,,exact,,0,,,,0,0
73101119,2023-02-06 02:38:05.709088+00:00,2023-02-06 12:37:41.728237+00:00,26355,2023-02-05,targets,3,0,0.00,0.00,0,0,,1,69853595904921,T40MBSITW-SP-Exact-Scale-B0B5KK1JM5-Paperback,64385883273653,picture books,,exact,,0,,,,0,0
73099753,2023-02-06 02:37:55.498047+00:00,2023-02-06 12:37:28.406400+00:00,58972,2023-02-05,targets,4,0,0.00,0.00,0,0,,1,130354045626600,NTNLTS-SP-Broad-Research-Single-3-B0BL52NN8M-Paperback,36786835831506,emotions kids,,broad,,0,,,,0,0
73100872,2023-02-06 02:38:04.019733+00:00,2023-02-06 12:37:39.359258+00:00,26333,2023-02-05,targets,4,0,0.00,0.00,0,0,,1,84348824309559,T40MBBAITW-SP-Exact-Scale-B0B5KQJ379-Paperback,238846749376359,picture books,,exact,,0,,,,0,0
73101779,2023-02-06 02:38:11.052031+00:00,2023-02-06 12:37:48.572745+00:00,69820,2023-02-05,targets,414,0,0.00,0.00,0,0,,1,251850662727788,T4MATITW-SP-Broad-Research-Single-4-B0BPVYN31W-Paperback,182495719469224,alzheimers gifts,,broad,,0,,,,0,0
73261997,2023-02-06 12:37:30.970742+00:00,2023-02-06 12:37:30.970788+00:00,85313,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,182261871370458,T4MBSITW-SP-Exact-Scale-Single-19-B0BS1FNS6H-Paperback,266695060120394,gifts for dementia patients men,,exact,,0,,,,0,0
73095876,2023-02-06 02:37:26.504501+00:00,2023-02-06 12:36:49.463029+00:00,69751,2023-02-05,targets,50,0,0.00,0.00,0,0,,1,3042049335816,T4MBPITB-SP-Exact-Scale-Single-1-B0BPQ7Z14W-Paperback,250397891268977,dementia activities for seniors,,exact,,0,,,,0,0
73098464,2023-02-06 02:37:45.594610+00:00,2023-02-06 02:37:45.594631+00:00,69853,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,260597334721978,T4CCIC-SP-Exact-Scale-Single-4-B0BQ5CCQCK-Paperback,276505846827215,alzheimers books,,exact,,0,,,,0,0
73101782,2023-02-06 02:38:11.074412+00:00,2023-02-06 12:37:48.602092+00:00,85255,2023-02-05,targets,4,0,0.00,0.00,0,0,,1,274226842818541,T4CCAITW-SP-Exact-Scale-Single-1-B0BRZ2WQ2Y-Paperback,279245859054748,dementia activities for seniors,,exact,,0,,,,0,0
73101943,2023-02-06 02:38:12.292907+00:00,2023-02-06 12:37:50.193962+00:00,85274,2023-02-05,targets,1,0,0.00,0.00,0,0,,1,144208482361401,T4CCAITW-SP-Exact-Scale-Single-20-B0BRZ2WQ2Y-Paperback,184172052520800,activities for seniors,,exact,,0,,,,0,0
